Decimal day (2020)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    260.053863438   1.9878672363934100    0.4869019348468719    0.2491042964118038     77507.050658094013    32185.178695525356    -4439.541972562996        10.964        4 
    260.054210660   1.9757397056560759    0.4814190616722625    0.2366840660860912     79151.544531325082    32670.643118383585    -4440.865112506483        11.134        4 
    260.054558056   1.9636087758790173    0.4758875550617639    0.2240148392246051     80834.153822417720    33172.299433264816    -4432.915195797030        11.309        4 
    260.054905463   1.9514813271537061    0.4703106282005165    0.2110906962903407     82565.965482663072    33683.620624265590    -4417.171678963767        11.488        4 
    260.055252685   1.9393642716636463    0.4646916949356762    0.1979054351267041     84334.982961829592    34204.658568879633    -4394.294029213361        11.671        4 
    260.055600081   1.9272455622743423    0.4590254733127036    0.1844313311144410     86160.686916066596    34738.227210115569    -4358.507679118806        11.860        4 
    260.055947488   1.9151321492657614    0.4533155836308165    0.1706602548728234     88026.196222421931    35285.254958878417    -4317.831302681629        12.053        4 
    260.056294711   1.9030309788771143    0.4475658662303012    0.1565836908555358     89930.523924437337    35846.887464099767    -4262.242975766600        12.251        4 
    260.056642118   1.8909301026855412    0.4417713019817325    0.1421699863350781     91891.441439774673    36421.491714704360    -4202.022340752699        12.454        4 
    260.056989514   1.8788365382158947    0.4359360472502238    0.1274082735403823     93904.848951397464    37004.710385948259    -4111.867886729713        12.662        4 
    260.057336736   1.8667572678844060    0.4300644774513655    0.1122871186672204     95961.234020837102    37607.602554800229    -4018.676624564018        12.875        4 
    260.057684144   1.8546804854191414    0.4241520255219827    0.0967700689597394     98081.451367875532    38219.766186438865    -3893.204538322252        13.094        4 
    260.058031366   1.8426195212753280    0.4182066086388139    0.0808511489330265    100245.725262811364    38855.842162540750    -3753.009601741559        13.318        4 
    260.058378762   1.8305626059717894    0.4122240237726024    0.0644900858490434    102472.494379552343    39492.499405557668    -3598.954024788749        13.548        4 
    260.058726169   1.8185168542993821    0.4062096590423036    0.0476697342678194    104782.513710548155    40149.623325724766    -3418.163075905749        18.473        5 
    260.059073391   1.8064893747377695    0.4001692572837988    0.0303721072996335    107110.382808381924    40807.970089150389    -3209.424021364212        18.713        5 
    260.059420787   1.7944685439147612    0.3940994444482676    0.0125501761492198    109534.083779616863    41514.730461178769    -2967.340569618523        18.964        5 
    260.059768194   1.7824615458641053    0.3880066780524861    6.2773670970055253    111986.344099994589    42229.280808952622    -2689.158524145535        19.218        5 
    260.060115417   1.7704755648902575    0.3818978635467790    6.2584290673948493    114517.852795368424    42950.175888154452    -2395.658004459652        19.480        5 
    260.060462813   1.7584991060529318    0.3757708294888097    6.2388661922687003    117110.780156294422    43679.649335734117    -2030.004378191750        19.747        5 
    260.060810220   1.7465394530824834    0.3696334343218845    6.2186502158663455    119750.012887695717    44436.758326651405    -1647.754635081990        20.021        5 
    260.061157442   1.7346038502411110    0.3634941520990582    6.1977517446062089    122504.738198652572    45191.440899719077    -1215.094046203895        20.305        5 
    260.061504850   1.7226809785967501    0.3573524777841164    6.1761057894130600    125289.351064533592    45963.376504291387     -730.356932440591        20.592        5 
    260.061852072   1.7107843770288076    0.3512213790280216    6.1536889890440447    128183.453145006060    46752.789240599224     -169.048318228919        20.891        5 
    260.062199468   1.6989028284755381    0.3451018349286829    6.1304290847592000    131132.905774123763    47567.114904416223      428.053763766115        21.196        5 
    260.062546875   1.6870437652971260    0.3390052242001398    6.1062856868760926    134168.202484076668    48377.540452761619     1114.106139795724        21.509        5 
    260.062894097   1.6752145990254572    0.3329438581579047    6.0812172767726809    137283.155519332358    49219.103633976767     1852.241425274387        21.832        5 
    260.063241493   1.6634042951229833    0.3269215623339284    6.0551400274217135    140471.860355513432    50020.374519927449     2697.827204372312        22.160        5 
    260.063588900   1.6516204013407316    0.3209528114413136    6.0280061048627314    143766.416533483338    50863.773392125906     3623.965309749463        22.501        5 
    260.063936123   1.6398704072503867    0.3150531853065971    5.9997673027109437    147135.074676773802    51683.714079218589     4652.013092443744        22.848        5 
    260.064283519   1.6281435179724795    0.3092303972516817    5.9703287716068889    150575.823061755393    52519.573204786720     5758.812039278866        23.204        5 
    260.064630926   1.6164473934304091    0.3035028944125015    5.9396375707057842    154131.425280728348    53330.555283332702     7000.274266050237        23.571        5 
    260.064978148   1.6047896173098466    0.2978904770326160    5.9076423103244728    157794.309562301030    54116.267949219073     8360.921537854112        23.949        5 
    260.065325556   1.5931596596625399    0.2924058878615953    5.8742410781202876    161535.588963393006    54889.836268589643     9849.309953733522        24.336        5 
    260.065672778   1.5815712877655705    0.2870752276845418    5.8394010690464082    165397.413014262071    55618.809924152738    11453.804852563277        24.734        5 
    260.066020174   1.5700141573936055    0.2819152157000992    5.8030208246976231    169338.067869680759    56304.699945717926    13246.969749035612        25.141        5 
    260.066367581   1.5584960767518385    0.2769529348292574    5.7650572794817858    173418.985851759557    56951.806905526413    15170.250784094991        25.563        5 
    260.066714803   1.5470248732158804    0.2722170493946627    5.7254771407088434    177592.315138968639    57503.064676805152    17236.188741449419        25.993        5 
    260.067062199   1.5355904707342725    0.2677308679346312    5.6841941347394105    181889.930949186964    57991.490091150496    19510.375113996597        26.437        5 
    260.067409606   1.5242008447822282    0.2635271617025587    5.6411955966703271    186298.138518586522    58390.741913683552    21932.908433750723        26.893        5 
    260.067756829   1.5128639040096039    0.2596399210998657    5.5964879400808032    190820.491349471326    58649.933604561411    24541.105308655497        27.360        5 
    260.068104225   1.5015699555652853    0.2560987868945835    5.5500264437977442    195491.512839558127    58780.310528635266    27325.555295235194        27.843        5 
    260.068451632   1.4903270786364478    0.2529409182937006    5.5018585839477945    200287.463855965063    58764.486689882622    30269.501041287913        28.338        5 
    260.068798854   1.4791433411477455    0.2502036563184006    5.4520617700218459    205210.790300240333    58551.163324819507    33395.127161211851        28.846        5 
    260.069146262   1.4680093989905048    0.2479206028123840    5.4006643685251010    210287.348538112128    58161.853178569385    36714.720263467112        29.372        5 
    260.069493657   1.4569334983941207    0.2461296567558491    5.3478039379598599    215506.736982227361    57554.059655466735    40166.685681580209        29.911        5 
    260.069840880   1.4459238198558484    0.2448668645157883    5.2936537993462380    220866.782020243409    56697.626590721615    43794.756642982567        30.466        5 
    260.070188287   1.4349714453529208    0.2441648933562073    5.2383346338649242    226393.241467523825    55604.054181615182    47534.474259200171        31.039        5 
    260.070535509   1.4240904183617520    0.2440560901566672    5.1821113727811330    232080.572015280806    54242.254030068507    51375.942952148500        31.628        5 
    260.070882905   1.4132721139469910    0.2445689188461509    5.1251593423414690    237940.345454476337    52628.065889829842    55320.741519174058        32.236        5 
    260.071230313   1.4025250053804335    0.2457284182989826    5.0677623051348952    243976.107420191052    50744.703870197423    59314.760073342186        32.863        5 
    260.071577535   1.3918575547555598    0.2475539421782868    5.0102184963661420    250191.008559818700    48603.439057733238    63321.367501850473        33.508        5 
    260.071924931   1.3812615899321590    0.2500631311828039    4.9527414310524529    256606.201022099354    46158.092977737106    67358.857615933419        34.175        5 
    260.072272338   1.3707457730030512    0.2532659625124899    4.8956313236003828    263224.864326704876    43429.826676221513    71427.498086180247        34.865        5 
    260.072619560   1.3603186410565009    0.2571659893441778    4.8391759537061159    270068.682935422810    40441.635875880100    75477.673157638244        35.579        5 
    260.072966956   1.3499726090334037    0.2617681949957598    4.7835558525941622    277132.039772672986    37230.553488372811    79505.184993679446        36.317        5 
    260.073314363   1.3397164673356476    0.2670671984244600    4.7290147540730718    284478.116844445292    33783.612808014441    83431.070920326369        37.085        5 
    260.073661586   1.3295588871790085    0.2730521054000298    4.6757645229321376    292078.146206441510    30085.099594275263    87418.791732445403        37.883        5 
    260.074008993   1.3194928511487738    0.2797181708390383    4.6239021858669425    299960.806511774252    26161.779516531664    91324.816181570262        38.711        5 
    260.074356215   1.3095324414624603    0.2870446324648480    4.5736010927813391    308155.473219111969    22043.875790852413    95219.036218446534        39.575        5 
    260.074703611   1.2996710045743889    0.2950231305720996    4.5248964715955982    316722.506057437568    17761.296174763454    99143.699914803117        40.482        5 
    260.075051019   1.2899175564209768    0.3036324423902480    4.4778724897690187    325740.099257473834    13219.982881655873   102849.536280149463        41.432        5 
    260.075398241   1.2802810036264591    0.3128489996452641    4.4325827389786063    335162.626130848075     8428.149959046030   106743.808537064120        42.432        5 
    260.075745637   1.2707553109529826    0.3226632588716304    4.3889868660971256    345127.194411822711     3242.036556149164   110533.363772259356        43.488        5 
    260.076092859   1.2613544741119720    0.3330457117661909    4.3471170929262586    355672.713927284873    -2112.948101016751   114350.869824814843        44.608        5 
    260.076440266   1.2520728870930635    0.3439880845534532    4.3069002174805391    366877.339456141868    -7709.172907216576   118172.847801060168        45.799        5 
    260.076787662   1.2429197698523851    0.3554664400083137    4.2683158782821042    378821.370047269273   -13611.985540313224   122030.929182602471        47.069        5 
    260.077135069   1.2338994682431634    0.3674627027660942    4.2313115901061851    391598.809505966667   -19918.453605516974   125930.324877079678        67.171        6 
    260.077482292   1.2250210222008220    0.3799529157782927    4.1958458423669276    405314.399603654747   -26434.463533570059   129940.564308989182        68.633        6 
    260.077829699   1.2162796987932663    0.3929335894401740    4.1618172587494282    420209.321588726016   -33167.748266291193   133968.460992611712        70.217        6 
    260.078176921   1.2076892129213321    0.4063755190011368    4.1291940004183214    436205.592212253250   -40200.717557514145   137952.804101524816        71.914        6 
    260.078524144   1.1992496578016574    0.4202705460540738    4.0978894533495289    453613.307968080684   -47411.273612763398   142011.834923534305        73.756        6 
    260.078871539   1.1909614844996768    0.4346121916419842    4.0678197252397634    472429.930980800942   -54914.505621306802   146076.615002941457        75.741        6 
    260.079218762   1.1828381332486557    0.4493722766791322    4.0389483901337124    492982.697050788440   -62501.812516525853   150094.505918043462        77.898        6 
    260.079565984   1.1748800983991334    0.4645455938138759    4.0111934819428043    515387.788286454626   -70203.790102375904   154013.017399522651        80.235        6 
    260.079913206   1.1670923074966786    0.4801202142573959    3.9844911822474414    539657.619413378765   -77779.995794258022   157746.000916517078        82.747        6 
    260.080260613   1.1594757922054160    0.4960931739428140    3.9587670559549077    566152.931961608352   -85190.949852824706   161209.621966670937        85.466        6 
    260.080607836   1.1520434527366312    0.5124369577159339    3.9339893349584738    594854.325953550404   -92356.496196795255   164366.228236986441        88.389        6 
    260.080955231   1.1447925974685647    0.5291581102115769    3.9100765231161700    625860.616008229204   -99061.550234757015   166986.096944892488        91.516        6 
    260.081302454   1.1377357885699273    0.5462290514799325    3.8870008848766093    659544.136627228232  -105016.073708479671   168939.208490893769        94.876        6 
