Decimal day (2024)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    165.791827454   1.9877986161675092    0.9096363138174614    0.9859273599790066     51927.067427910515    41350.705709224763    -4752.204799766278         9.215        4 
    165.792174861   1.9755895068336957    0.9033842536216656    0.9792134704729744     53394.985659050115    42023.592582824720    -4816.048548477607         9.372        4 
    165.792522257   1.9633811719744776    0.8970556941110546    0.9724672432273991     54922.964644738400    42703.175631011043    -4886.979494528252         9.534        4 
    165.792869664   1.9511741473089297    0.8906492532192631    0.9656874604357518     56505.145792261377    43391.628102081770    -4963.191601350300         9.702        4 
    165.793216887   1.9389753172140176    0.8841669262134444    0.9588763894675503     58129.446149101437    44094.685639504765    -5034.623078977034         9.873        4 
    165.793564294   1.9267725377553258    0.8776005266522332    0.9520255858538584     59831.011052983064    44814.620031052626    -5115.201605830822        10.053        4 
    165.793911516   1.9145790954719373    0.8709554202900204    0.9451407453307266     61575.469516483041    45534.918938377014    -5197.639110894612        10.236        4 
    165.794258912   1.9023829043616185    0.8642231999010797    0.9382132095143279     63393.113533940486    46276.113455063125    -5290.281832564171        10.426        4 
    165.794606319   1.8901909272527579    0.8574057698990336    0.9312449459514666     65283.783007214348    47020.845082946711    -5378.599265475656        10.623        4 
    165.794953542   1.8780101661579369    0.8505052066900505    0.9242379611014224     67227.657294763689    47783.850841649139    -5480.419330829958        10.826        4 
    165.795300938   1.8658285927486546    0.8435127201842133    0.9171831763187966     69247.446413709200    48558.605722111708    -5591.630446575640        11.036        4 
    165.795648160   1.8536596189345393    0.8364339841205335    0.9100860587441142     71346.960006622539    49346.582309712227    -5700.119112053668        11.254        4 
    165.795995567   1.8414912766142297    0.8292599894519749    0.9029372451646943     73517.231187420635    50142.022715360778    -5813.873428291197        11.478        4 
    165.796342963   1.8293306548930732    0.8219926977649044    0.8957383148843800     75771.942990078853    50946.692429671377    -5934.762762099919        11.710        4 
    165.796690370   1.8171785239309326    0.8146304181591340    0.8884870344948409     78105.630938184157    51756.745900962778    -6072.662476784171        11.949        4 
    165.797037593   1.8050420564560472    0.8071753109189308    0.8811848677631073     80526.898165471168    52580.422498368389    -6218.132684135315        12.197        4 
    165.797384988   1.7929094208832785    0.7996178353194652    0.8738216872912835     83037.568634776952    53406.006525171309    -6372.839293962192        12.453        4 
    165.797732211   1.7807941058075751    0.7919640628227922    0.8664025057595699     85640.954172575061    54241.707811549248    -6540.379001519439        12.718        4 
    165.798079618   1.7686844207987371    0.7842041824452715    0.8589167586478921     88338.853237892967    55081.484425159848    -6716.992449964891        12.992        4 
    165.798427025   1.7565876251415027    0.7763402942277458    0.8513652494419610     91141.107163555542    55932.570805341486    -6902.195004594229        13.276        4 
    165.798774248   1.7445109549402740    0.7683746666239174    0.8437487603113617     94041.432241275324    56785.854177836969    -7107.212389879765        13.569        4 
    165.799121644   1.7324428428881717    0.7602970893236796    0.8360559064013087     97034.130121039081    57641.097003527961    -7321.615964562370        13.870        4 
    165.799468866   1.7203969003498782    0.7521140190414559    0.8282910155095200    100144.313706579138    58503.003539048092    -7560.113686228055        14.183        4 
    165.799816273   1.7083616743126318    0.7438149485541857    0.8204420685451160    103361.003768089839    59358.152596570304    -7820.373354530624        19.193        5 
    165.800163669   1.6963445645121147    0.7354020880937234    0.8125088870801763    106675.841775675057    60184.225642706915    -8111.680926871901        19.524        5 
    165.800511076   1.6843467341738427    0.7268734161059637    0.8044869284234392    110148.404538488132    61040.769129665307    -8384.285842600912        19.870        5 
    165.800858299   1.6723756267150611    0.7182314108025516    0.7963756095591477    113705.770631161853    61872.105913076746    -8687.690699588435        20.223        5 
    165.801205521   1.6604262356404988    0.7094695668498000    0.7881655722457719    117407.149755569088    62725.017823865950    -9064.815492092137        20.591        5 
    165.801552917   1.6484936768725824    0.7005811362272277    0.7798468363665723    121241.107830710593    63540.496092156885    -9408.698904841782        20.969        5 
    165.801900324   1.6365855074625981    0.6915685325833765    0.7714176205007717    125154.742573584386    64339.059898441803    -9826.716526718461        21.355        5 
    165.802247731   1.6247031383719448    0.6824296224969114    0.7628713899115108    129252.784396063536    65160.871242998488   -10216.464222443727        21.759        5 
    165.802594954   1.6128541645725420    0.6731671112924428    0.7542056286666888    133431.215074808337    65907.209618911613   -10705.815598409819        22.169        5 
    165.802942350   1.6010277661051824    0.6637692134315021    0.7454036642194719    137773.396594912454    66647.756599849177   -11175.198231707378        22.594        5 
    165.803289572   1.5892378128129270    0.6542435623142879    0.7364664024493925    142234.338264058548    67384.826631626522   -11706.874818490731        23.031        5 
