Decimal day (2023)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    250.461559572   1.9877844452231725    0.7804306721553538    0.2210791957159993     56834.221893756883    39457.036758512026    -4541.734235403557         9.494        4 
    250.461906979   1.9755661225315482    0.7741576150997610    0.2143179952150340     58287.337814504783    40070.090583644931    -4622.075966315377         9.648        4 
    250.462254201   1.9633552248670501    0.7678111728849344    0.2075223809105317     59781.469482437322    40692.889010351253    -4710.709983670156         9.807        4 
    250.462601424   1.9511459529192852    0.7613867265707646    0.2006872400145334     61314.788855366234    41334.215905659410    -4795.752795546317         9.970        4 
    250.462948819   1.9389325012498784    0.7548794684954223    0.1938073032172724     62897.759968174214    41986.728764276020    -4884.676785781998        10.138        4 
    250.463296042   1.9267281225968678    0.7482947354474229    0.1868879362674714     64528.138884255161    42649.695237242500    -4974.742881598209        10.311        4 
    250.463643264   1.9145270704431980    0.7416277233258569    0.1799236752543813     66210.175089581026    43317.917584171446    -5061.586804486849        10.488        4 
    250.463990671   1.9023235900557633    0.7348733968037899    0.1729088666836814     67940.051361985723    44000.887224122955    -5155.317395898661        10.671        4 
    250.464337894   1.8901310322767639    0.7280372702430570    0.1658486602041586     69724.250439927273    44701.607092237537    -5255.297821695786        10.859        4 
    250.464685289   1.8779373689121459    0.7211106876877124    0.1587334380786638     71563.410824334554    45401.503361833573    -5340.016439041253        11.052        4 
    250.465032512   1.8657559474892853    0.7140992918086155    0.1515682050176666     73460.336323940734    46127.183623551231    -5440.730743346739        11.251        4 
    250.465379734   1.8535811470301264    0.7069978946755882    0.1443467109617625     75420.487862900598    46857.237130919428    -5534.402755288956        11.456        4 
    250.465727141   1.8414073747522728    0.6998010942529027    0.1370624045924910     77433.529734329539    47605.405439637805    -5632.423655914548        11.667        4 
    250.466074549   1.8292417130308032    0.6925109196329858    0.1297161345439457     79509.460129144732    48366.624762215884    -5720.762691726224        11.884        4 
    250.466421944   1.8170849652427679    0.6851256626107682    0.1223047740833375     81659.037095020205    49138.131079937441    -5820.610813814938        12.108        4 
    250.466769167   1.8049442799077799    0.6776475355950244    0.1148288988608008     83869.810732393118    49919.203779366413    -5913.308234884049        12.338        4 
    250.467116389   1.7928141729608797    0.6700709746188941    0.1072811204791394     86154.147153060039    50723.138251983808    -6005.456444402185        12.576        4 
    250.467463796   1.7806892131101502    0.6623901901030587    0.0996536391803758     88501.898996476870    51532.105619918722    -6100.467208521661        12.819        4 
    250.467811019   1.7685829270145788    0.6546113725902005    0.0919503107913495     90924.084223762489    52360.292275927735    -6188.344732969128        13.071        4 
    250.468158414   1.7564836693734822    0.6467245979398861    0.0841586984160892     93421.305676232383    53203.145499094680    -6280.438176840217        13.329        4 
    250.468505637   1.7444050169101908    0.6387362237948255    0.0762822038043932     95984.234549503773    54054.576134046605    -6363.519722056638        13.594        4 
    250.468852859   1.7323416946705561    0.6306403076784590    0.0683117082236598     98642.850261899788    54917.999569575506    -6437.597581227200        13.868        4 
