Decimal day (2019)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
     43.695267500   1.9879119921975508    0.3395634287647906    5.2803247814636078     90089.327238195707    25522.117800615470    14740.309601232802        12.039        4 
     43.695614722   1.9758210717531559    0.3341317438753814    5.2646550483357153     92127.385094228172    25563.201449703152    15313.510971158026        12.243        4 
     43.695962130   1.9637272894249116    0.3286656533858340    5.2485132969615149     94224.273710260430    25558.629914431662    15912.667290191934        12.452        4 
     43.696309352   1.9516438061277783    0.3231727569276053    5.2318863881084994     96368.528913610688    25561.388789314435    16545.768734304635        12.666        4 
     43.696656574   1.9395648984117713    0.3176524314262598    5.2147338074174723     98577.209928002674    25494.640335913784    17217.533339984762        12.887        4 
     43.697003970   1.9274849208751503    0.3121042943782750    5.1970113188983067    100851.660253035094    25436.981107483542    17876.377657422909        13.114        4 
     43.697351192   1.9154170585082964    0.3065369769425956    5.1786996929547460    103178.099804316240    25348.381240954353    18591.386073695237        13.346        4 
     43.697698414   1.9033556742755613    0.3009508431762331    5.1597492390114930    105573.326325340080    25220.251197153411    19327.128123646264        13.585        4 
     43.698045637   1.8913014470087135    0.2953495780879954    5.1401160199590379    108036.549540882552    25059.735829415036    20085.812539455816        13.831        4 
     43.698392859   1.8792550805219859    0.2897373453525654    5.1197525633811605    110563.536839522276    24841.754707076456    20893.361110085760        14.083        4 
     43.698761238   1.8664840503719635    0.2837764071217722    5.0972927112826811    113318.841409804780    24568.631693694540    21817.755582181489        19.046        5 
     43.699108461   1.8544562127070967    0.2781571372797927    5.0752582793651886    115985.952938723945    24288.784484902160    22631.982561470737        19.312        5 
     43.699455868   1.8424322780616595    0.2725404274789914    5.0523115849087468    118746.322011807963    23915.543953073899    23526.597768299325        19.587        5 
     43.699803090   1.8304255870186696    0.2669389510166689    5.0284121365311769    121579.596170850418    23508.311538145732    24438.180751508240        19.869        5 
     43.700150486   1.8184244570119177    0.2613545907547365    5.0034657648409260    124483.786527470322    22991.645368939593    25386.285096506112        20.158        5 
     43.700497708   1.8064422584037498    0.2558018122206068    4.9774242440821359    127483.179982567322    22464.202039854459    26370.299921561040        20.458        5 
     43.700844931   1.7944736290604331    0.2502874430344743    4.9501957491462649    130548.604056774173    21873.371264698544    27370.142200203984        20.764        5 
     43.701192153   1.7825195096921447    0.2448224358182765    4.9216960647896340    133731.305990562309    21182.092421673126    28311.376916334040        21.080        5 
     43.701539375   1.7705808538487695    0.2394190455488378    4.8918361705467275    136976.780802770983    20412.741483138525    29324.840565011866        21.403        5 
     43.701886782   1.7586524555444218    0.2340882801216040    4.8605057953519957    140345.595924103720    19528.084229105414    30396.980403012298        21.740        5 
     43.702234005   1.7467477632745196    0.2288510497533869    4.8276401247147982    143803.545763489965    18516.652905280793    31477.609430944125        22.084        5 
     43.702581227   1.7348616407897330    0.2237217141200260    4.7931229376914253    147335.083085904305    17378.389962865975    32573.166759462503        22.436        5 
     43.702928623   1.7229889999993702    0.2187167800745381    4.7568329801117368    151002.193795859028    16195.119876842371    33568.230988418982        22.801        5 
