Decimal day (2019)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    360.696471944   1.9880290318282456    0.4430909285658817    1.6644542038888084     91982.522393665189    25375.838230657660   -13583.759465511544        12.198        4 
    360.696819167   1.9760596474000607    0.4380794877333198    1.6495247143547500     93737.759534380952    25713.151370762505   -13792.556028079940        12.377        4 
    360.697166389   1.9640951514352147    0.4330443905625997    1.6342657487177961     95531.257511463773    26049.780152538649   -14002.821260595982        12.560        4 
    360.697513785   1.9521298863958725    0.4279846425619674    1.6186531295727848     97365.598498756430    26398.363012719186   -14211.080673184519        12.748        4 
    360.697861192   1.9401707129105841    0.4229046890566714    1.6026779397249675     99246.618149427115    26758.295203504989   -14423.006635275067        12.940        4 
    360.698208414   1.9282244614591506    0.4178092035061061    1.5863309770381822    101169.568630351874    27094.326911980184   -14654.596849407673        13.136        4 
    360.698555637   1.9162855730564254    0.4126977811813657    1.5695852697069341    103141.879582387788    27468.768103951021   -14858.446496678482        18.025        5 
    360.698903044   1.9043485068680517    0.4075702219114326    1.5524120097228207    105140.070504864911    27813.532102975871   -15112.127941802290        18.228        5 
    360.699250440   1.8924201750493022    0.4024319290310174    1.5347988486045039    107205.358192704298    28210.064610081725   -15348.470649952184        18.439        5 
    360.699597847   1.8805013065719245    0.3972859249415774    1.5167237627643011    109347.177057447145    28529.757609212553   -15545.376323882847        18.655        5 
    360.699945069   1.8685988564345357    0.3921382090669949    1.4981733015980352    111483.628230041970    28914.772612554698   -15782.502076410656        18.873        5 
    360.700292292   1.8567073612823708    0.3869897741429531    1.4791137401434296    113664.435316356379    29324.477968902989   -16044.090412055488        19.096        5 
    360.700639514   1.8448276453194243    0.3818446458026250    1.4595193623440923    115946.695294988225    29692.499519762569   -16259.554092741826        19.327        5 
    360.700986736   1.8329605266540938    0.3767072312559945    1.4393632317535403    118229.835271275908    30085.633086232257   -16493.077438921944        19.559        5 
    360.701333958   1.8211068599180391    0.3715823887224174    1.4186170652705348    120591.068665918792    30486.129419348646   -16724.082277028858        19.799        5 
    360.701681181   1.8092675287590350    0.3664754320798651    1.3972512585142305    122969.064903127481    30894.630883052261   -16969.959057853805        20.040        5 
    360.702028576   1.7974373124016074    0.3613895441288054    1.3752233060620955    125449.781022510579    31319.049518010572   -17217.416771563658        20.292        5 
