Decimal day (2019)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    149.302147836   1.9882441892533909    0.3256489962450657    2.8609319664422479    113939.966829385317      392.242830206604   -10522.752951401320        18.693        5 
    149.302495058   1.9764923932808234    0.3203730567119472    2.8432617201439916    115794.957973762270      210.589622423919   -11057.703272486417        18.882        5 
    149.302911910   1.9623941176565536    0.3140200480094179    2.8213132209245653    118033.911737370538       -8.101100721244   -11692.269988419182        19.111        5 
    149.303259306   1.9506535850611779    0.3087132441170454    2.8023677307973154    119925.419079899933     -179.101854182023   -12242.315301812849        19.305        5 
    149.303629502   1.9381528197023143    0.3030505628945527    2.7814809420008149    121980.605523296530     -345.988745052557   -12873.561946140491        19.516        5 
    149.303976725   1.9264375599887791    0.2977362039912978    2.7611924379388046    123951.526197451371     -500.259065418417   -13483.664409873607        19.718        5 
    149.304324120   1.9147265427676798    0.2924208674981448    2.7401735334045063    125958.176177510060     -629.156093185789   -14075.803580763852        19.924        5 
    149.304694317   1.9022595770521395    0.2867646502333472    2.7169317143810052    128087.272215527817     -739.605669015917   -14755.352489050636        20.144        5 
    149.305041713   1.8905722101939326    0.2814699297438593    2.6942761883686370    130147.520047359882     -844.741380044303   -15432.786519339215        20.356        5 
    149.305389120   1.8788974717131488    0.2761946729079729    2.6707493653583594    132226.520962411800     -906.138459253656   -16134.074119633655        20.571        5 
    149.305736343   1.8672422017868280    0.2709487590806064    2.6463084338504266    134360.691977863869     -950.792657852129   -16836.503123628750        20.791        5 
    149.306083738   1.8555950904680285    0.2657346595067085    2.6208687132509003    136491.024454221973     -954.176817330292   -17585.345703376108        21.012        5 
    149.306430961   1.8439690988690565    0.2605666303305678    2.5943943179221427    138653.365888607019     -939.089598916136   -18370.793275535958        21.237        5 
    149.306778183   1.8323590619644912    0.2554517246013864    2.5668068189006972    140858.598634596419     -900.768048938568   -19175.817782021259        21.466        5 
    149.307125590   1.8207598157817091    0.2503981778387556    2.5380225690015772    143091.541184443951     -792.709795415212   -19979.656882214778        21.698        5 
    149.307472813   1.8091843770427884    0.2454232611451066    2.5080006422516603    145362.522779929510     -659.872639123772   -20820.874094048217        21.935        5 
    149.307820208   1.7976216610829190    0.2405350343877760    2.4766368940990668    147646.097487091494     -421.357263636761   -21682.021311186665        22.173        5 
    149.308167431   1.7860846853763024    0.2357532073656390    2.4438901372085824    149949.304063815798     -180.244369009895   -22581.103459338512        22.414        5 
    149.308514653   1.7745684593954874    0.2310912273584343    2.4096704450620652    152313.680600324005      142.648200917036   -23497.057378868842        22.662        5 
    149.308862060   1.7630680649541168    0.2265643686277761    2.3738862960638381    154697.441281151434      556.633029634308   -24403.702326184481        22.911        5 
    149.309209282   1.7515965667411364    0.2221965029952769    2.3365054725056860    157096.703230837360     1016.365468792501   -25339.019152567016        23.163        5 
    149.309556505   1.7401490820943810    0.2180060611286642    2.2974457260226537    159562.509367094463     1605.522779280924   -26291.957800673608        23.422        5 
    149.309903727   1.7287268065954300    0.2140155642393460    2.2566510384135583    162029.865397846355     2269.304807039276   -27237.603025806831        23.682        5 
    149.310251123   1.7173249970726312    0.2102472332600017    2.2140538218540691    164518.997143442888     3045.741104699417   -28177.360617388837        23.944        5 
    149.310598530   1.7059508600573565    0.2067289990557387    2.1696446362052564    167070.004472181085     3948.098893212904   -29151.226856813657        24.214        5 
    149.310945752   1.6946115638613486    0.2034897011825118    2.1234362948798897    169611.358509213984     4933.986823237021   -30065.299350898120        24.483        5 
    149.311292975   1.6833025072240793    0.2005558517659015    2.0754172547048029    172204.758473073278     6037.804207870344   -30976.976078741449        24.757        5 
    149.311640197   1.6720250720606160    0.1979568165784454    2.0256254088856958    174834.741133537435     7319.281887618927   -31859.387862639858        25.036        5 
    149.311987593   1.6607747990124551    0.1957214281695958    1.9741019834416731    177469.658335910615     8698.741695014214   -32694.958489294208        25.317        5 
    149.312334815   1.6495648535857239    0.1938820099816506    1.9210030168593382    180154.523359664629    10192.585721935589   -33474.510928562551        25.602        5 
    149.312682222   1.6383850811430827    0.1924661239500836    1.8664113863760925    182856.977533675585    11845.745140355335   -34175.493844361961        25.890        5 
    149.313029630   1.6272428520769786    0.1915032349697222    1.8105290511045555    185589.719295450894    13617.871150124352   -34807.812818962833        26.182        5 
    149.313376852   1.6161455426588984    0.1910200183910230    1.7535955162220862    188358.819260157703    15505.580656935927   -35355.598441087059        26.477        5 
    149.313724248   1.6050832342669032    0.1910400504494912    1.6957924704784821    191158.329865109175    17499.304396202140   -35807.519748647348        26.777        5 
    149.314071655   1.5940634222499557    0.1915846966560395    1.6374163963675838    193963.849672351178    19577.373736236856   -36176.194755302145        27.078        5 
    149.314418877   1.5830935508166653    0.1926706134786849    1.5787830720944476    196821.679751493299    21757.501409173397   -36424.153909987101        27.384        5 
    149.314766100   1.5721696869851729    0.1943112363801925    1.5201564551560087    199697.118888695026    23994.766070543614   -36592.490964376600        27.694        5 
    149.315113495   1.5612880189594329    0.1965168884067754    1.4618001681353012    202613.611699294182    26279.043783482593   -36628.750095503412        28.007        5 
    149.315460718   1.5504618005510071    0.1992899806772353    1.4040587358448484    205549.829944663827    28587.082297426168   -36615.549948354739        28.323        5 
    149.315807940   1.5396873018897246    0.2026320423517806    1.3471665509736210    208512.312570390117    30916.043106329045   -36480.779158935620        28.643        5 
    149.316155347   1.5289610149874338    0.2065418526339477    1.2913333252323225    211502.108183869364    33257.259433438579   -36292.720625523172        28.966        5 
    149.316502743   1.5182906250988146    0.2110109353223468    1.2367959587704844    214523.611062592245    35548.533785856198   -36060.751977823355        29.292        5 
