Decimal day (2017)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    244.871858819   1.9879356013250780    0.1426997669966835    4.0469706492517226    107299.298168075838    -6329.029786749679    15202.390235975772        18.106        5 
    244.872206042   1.9758808329762141    0.1367044974524534    4.0247798095771152    109196.105661363035    -7148.647401425222    15170.538681178630        18.298        5 
    244.872553264   1.9638299794286520    0.1306786373447453    4.0008163168904609    111122.826659937637    -8026.819183244163    15123.647781178861        18.493        5 
    244.872900671   1.9517773427607490    0.1246256841266926    3.9747855125295950    113086.317070177174    -8937.495015320972    14991.088571266826        18.693        5 
    244.873247894   1.9397360833414883    0.1185603760385797    3.9463755252645152    115108.953743790742    -9920.774818098376    14815.052649627240        18.898        5 
    244.873595289   1.9276942517210138    0.1124871433146117    3.9151445207849460    117138.344447382362   -10970.515249049808    14561.045899597037        19.105        5 
    244.873942512   1.9156650452130901    0.1064260557496128    3.8806216417903876    119218.335811877449   -12039.044889957033    14249.426819371243        19.317        5 
    244.874289919   1.9036365822444841    0.1003884841583700    3.8421526859157549    121317.608220724054   -13205.641401017438    13776.361814163538        19.531        5 
    244.874637326   1.8916158166173573    0.0944004427613734    3.7989929491219057    123482.438959904015   -14427.452438011729    13204.155746877139        19.752        5 
    244.874984549   1.8796097050230032    0.0884947002824320    3.7502310555933387    125676.388495239342   -15717.672275917643    12426.495107725495        19.976        5 
    244.875331944   1.8676064835930348    0.0827039508768320    3.6946641126423798    127907.895846296393   -17060.178612041625    11486.227279656774        20.205        5 
    244.875679167   1.8556194098315026    0.0770851858326073    3.6309504616753334    130170.852798101434   -18446.467092145776    10244.794269358859        20.437        5 
    244.876026389   1.8436430049780119    0.0717022729705906    3.5573993885950510    132490.302547607338   -19853.229035467979     8661.892848848225        20.675        5 
    244.876373796   1.8316718669835432    0.0666403110458526    3.4720669872605550    134846.412686415424   -21237.680434651211     6694.904163464524        20.917        5 
    244.876721019   1.8197192983097314    0.0620178439928253    3.3730514624786196    137229.461713177589   -22487.631418475845     4221.449406637345        21.162        5 
    244.877068414   1.8077737197707830    0.0579725957709818    3.2584987976865167    139684.607370442420   -23496.054811527731     1199.989483131809        21.415        5 
    244.877415637   1.7958484671285775    0.0546792077357524    3.1276384905633638    142142.674325057742   -24082.262027703109    -2402.300894522943        21.669        5 
