Decimal day (2019)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
    307.892296644   1.9878845778462162    0.4539897393861795    5.9978895341327219     77818.540700413781    33143.456980599411     2334.240920941727        11.021        4 
    307.892643866   1.9757774768539664    0.4489717592511301    5.9834290058774666     79522.945435371046    33617.255874284310     2634.963714815663        11.198        4 
    307.892991262   1.9636672560741277    0.4439237599350828    5.9686511825371396     81267.918351535918    34090.703406827553     2953.150016035033        11.378        4 
    307.893338484   1.9515670976080939    0.4388523728844573    5.9535565149086223     83071.032662096812    34577.647049839856     3295.780932972633        11.564        4 
    307.893685891   1.9394649929458925    0.4337538445622736    5.9381134987032764     84913.459647165582    35063.280595684933     3650.187379785821        11.754        4 
    307.894033287   1.9273678394469549    0.4286325378247519    5.9223132140311279     86818.398281734902    35552.340004895319     4042.371865250396        11.950        4 
    307.894380694   1.9152762653188675    0.4234903654770475    5.9061380003433843     88767.811682658386    36048.539812994699     4455.873579224826        12.151        4 
    307.894727917   1.9031972033026316    0.4183321316150830    5.8895779233374608     90778.987373224169    36534.000964166349     4901.341007785461        12.358        4 
    307.895075139   1.8911250557014037    0.4131575494641648    5.8726049593560692     92845.857083816692    37030.754555425134     5372.943253371221        12.570        4 
    307.895422535   1.8790542078779822    0.4079665043832858    5.8551891246284855     94970.213166528178    37525.802676520572     5885.012172998537        12.788        4 
    307.895769942   1.8669916993444828    0.4027646030988490    5.8373171460751410     97157.809858268141    38024.328569985213     6415.026836812172        13.013        4 
    307.896117350   1.8549382468976536    0.3975550377576045    5.8189658164766165     99409.359288755615    38518.047728629819     6983.993253948312        13.244        4 
    307.896464745   1.8428946490115627    0.3923413533954983    5.8001106252220653    101723.764792537986    39005.964134751426     7595.069563038644        13.481        4 
    307.896811968   1.8308679665148864    0.3871301536588660    5.7807360491969035    104105.071149908981    39490.623378387376     8239.655756774919        13.725        4 
    307.897159190   1.8188527660613354    0.3819230194531884    5.7608053135056263    106554.932095190947    39972.109573211448     8926.438766301038        13.976        4 
    307.897506597   1.8068436314572758    0.3767219545541845    5.7402790986651322    109073.127988672219    40446.572374861338     9663.421830709420        14.233        4 
    307.897853993   1.7948477490367056    0.3715348666785462    5.7191378042977874    111668.646957376957    40908.234309092208    10445.312667838913        14.498        4 
    307.898201400   1.7828660289832148    0.3663674548989552    5.6973501170373080    114324.225741906848    41349.659770102924    11257.635046403404        19.458        5 
    307.898548623   1.7709056519792152    0.3612286397553779    5.6748953432753675    117049.755944790028    41797.541155533741    12153.488507348131        19.737        5 
    307.898895845   1.7589613512799347    0.3561225514723204    5.6517283739534845    119882.099069308373    42222.315081478533    13085.977036195807        20.026        5 
    307.899243241   1.7470279819566710    0.3510540583038189    5.6278014362090829    122819.859606302707    42621.036291219585    14089.266610626619        20.326        5 
    307.899590648   1.7351127967894253    0.3460340096468876    5.6030900483519916    125798.644062587366    42959.481176918940    15143.682356864112        20.628        5 
    307.899938044   1.7232169302683764    0.3410713335101747    5.5775569394705728    128898.144151407934    43303.622862987497    16269.311541112202        20.944        5 
    307.900285266   1.7113476631141677    0.3361782973305186    5.5511779967176373    132087.096463404130    43609.079314106537    17475.413776665959        21.269        5 
    307.900632674   1.6994938270243205    0.3313603971090516    5.5238871492807586    135330.484706701856    43894.539744720838    18730.853202392886        21.599        5 
    307.900979896   1.6876689756829732    0.3266341381105577    5.4956742024456444    138723.326374819328    44124.907724335390    20065.224868632606        21.944        5 
    307.901327303   1.6758620694925432    0.3220070443181283    5.4664713085389192    142201.581000700913    44298.828525072851    21487.827370341452        22.298        5 
    307.901674699   1.6640805696408389    0.3174950807330930    5.4362552880512682    145783.826284018229    44417.431994647464    22971.124023814235        22.661        5 
    307.902021921   1.6523319494918518    0.3131150262131417    5.4050065824179576    149470.740552960458    44474.954955940746    24543.920466883399        23.036        5 
    307.902369144   1.6406114739869546    0.3088800737238441    5.3726757893170145    153275.436444115301    44451.427752051335    26193.128486487505        23.422        5 
    307.902716366   1.6289205746818662    0.3048069297283971    5.3392321209666358    157201.153409270773    44371.090504122782    27950.366562923598        23.821        5 
    307.903063588   1.6172607616148948    0.3009134253705020    5.3046487792259231    161215.941818467254    44182.085946247236    29766.559494087851        24.228        5 
    307.903410810   1.6056335805679809    0.2972184789121876    5.2689043031730147    165405.135133557545    43909.826175499220    31704.298829624982        24.654        5 
    307.903758218   1.5940346226464188    0.2937403654150783    5.2319639743900144    169691.083979915711    43523.632096049878    33704.432348669157        25.089        5 
    307.904105440   1.5824775993159150    0.2905037544107446    5.1938590108923171    174119.890673186601    42991.266937872344    35809.222538838338        25.538        5 
    307.904452836   1.5709522189385501    0.2875272971714550    5.1545515534867938    178688.621896785859    42364.696887329657    37975.787405758158        26.002        5 
    307.904800243   1.5594662614196737    0.2848355744894541    5.1140735719318888    183408.200163008412    41584.017011950418    40235.631645572183        26.481        5 
