Decimal day (2023)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
     98.305682280   1.9878047541888781    0.7166040422077710    6.0773517717792096     58985.011172327570    39551.684838729627     -300.694144101106         9.662        4 
     98.306029502   1.9756053483502802    0.7103412710376005    6.0703921624345689     60488.314374731941    40162.080596524029     -197.634193156322         9.821        4 
     98.306376725   1.9634072009073404    0.7040023401233274    6.0633864521042264     62036.087710616339    40783.683650527972      -81.203037344971         9.984        4 
     98.306724120   1.9512045194393119    0.6975825610828679    6.0563289155026503     63629.973806570852    41418.203212405126       35.962512729759        10.152        4 
     98.307071343   1.9390105348647815    0.6910872358191248    6.0492247040411344     65270.133902940957    42058.624383181268      162.175417454735        10.325        4 
     98.307418565   1.9268194667939884    0.6845116487760796    6.0420678551793667     66967.993672372191    42710.183247524103      296.380106502067        10.503        4 
     98.307765972   1.9146255680360438    0.6778509038142330    6.0348521419677903     68713.325268005065    43373.416680116250      446.226376126047        10.686        4 
     98.308113194   1.9024421499662443    0.6711104699769455    6.0275824454762716     70517.399422466508    44043.175514227580      603.765486481712        10.874        4 
     98.308460417   1.8902634967928886    0.6642854452311998    6.0202522478073597     72370.162740341068    44728.287738893123      769.805630228158        11.068        4 
     98.308807813   1.8780839327254031    0.6573706953856858    6.0128546921724570     74291.244842952510    45422.680745453807      947.115494731192        11.268        4 
     98.309155035   1.8659168398804096    0.6503719041248162    6.0053943315539433     76270.991029484736    46120.016419125968     1132.377502783318        11.474        4 
     98.309502257   1.8537565719474816    0.6432839405059196    5.9978639122317876     78308.029513297442    46830.870920398796     1339.330989219423        11.685        4 
     98.309849664   1.8415975417117976    0.6361014810049115    5.9902558476707712     80412.171312214006    47556.741787615283     1557.027563960684        11.904        4 
     98.310196887   1.8294531692300182    0.6288303865267845    5.9825741750923500     82574.340478730897    48285.289977240020     1784.401084332501        12.127        4 
     98.310544109   1.8173179440016110    0.6214653344246325    5.9748107928085101     84817.280906065993    49018.118983955705     2030.491580025067        12.358        4 
     98.310891505   1.8051863333805744    0.6140007652274111    5.9669570999484645     87117.449148712505    49767.165228656930     2283.515995992297        12.596        4 
     98.311238727   1.7930718628553763    0.6064427789905992    5.9590164821024683     89508.425229698536    50519.875066461151     2559.438319382185        12.841        4 
     98.311585949   1.7809690756117269    0.5987858318144724    5.9509797278351142     91965.488730244862    51288.314810199940     2846.143090095811        17.781        5 
     98.311933171   1.7688788979630350    0.5910282191597660    5.9428412279224512     94508.035603997909    52049.375409943568     3183.129068945607        18.041        5 
     98.312501389   1.7491235379858856    0.5781115315629782    5.9292875773764688     98807.438699605467    53333.919113047974     3735.292622316469        18.482        5 
     98.312848611   1.7370712478145318    0.5700801985623080    5.9208507976522684    101549.978990370641    54133.083806045237     4097.608382968563        18.762        5 
     98.313473611   1.7154188035212445    0.5553529600262985    5.9053416243659873    106683.537105022042    55520.553132191504     4812.649388985199        19.283        5 
     98.313821007   1.7034085029949959    0.5470131712679360    5.8965266215779186    109657.130222940090    56325.032702129494     5228.412818919354        19.586        5 
     98.314168229   1.6914238451787542    0.5385657266789021    5.8875658435842544    112769.814845781977    57121.384057038616     5671.033750443319        19.901        5 
     98.314515451   1.6794597733581753    0.5300045297502368    5.8784445565257943    115947.660442143766    57909.333188170698     6190.135802557648        20.222        5 
     98.314862674   1.6675175360143180    0.5213278189682495    5.8691516590167678    119211.980377491185    58708.082491395158     6690.968198064162        20.552        5 
     98.315209896   1.6555984014758454    0.5125338434870115    5.8596749415055749    122592.721607828411    59493.850355609786     7232.589681552330        20.893        5 
     98.315557118   1.6437037322381889    0.5036208784290448    5.8500010775194795    126089.331699025584    60294.647215007062     7793.675593193657        21.245        5 
     98.315904340   1.6318349081093786    0.4945872176471611    5.8401153935382641    129648.723488652511    61089.085956614370     8401.124732406410        21.604        5 
     98.316251562   1.6199933465599690    0.4854312025656697    5.8300017228219705    133333.451561365131    61840.979228540134     9054.987415131494        21.973        5 
     98.316598785   1.6081805581288644    0.4761512415450103    5.8196422399023264    137126.842790401832    62653.036625251450     9725.146689376714        22.355        5 
     98.316946007   1.5963980582415886    0.4667457726683260    5.8090172093412766    141028.696829532331    63431.037116048821    10443.250679669269        22.746        5 
     98.317293229   1.5846474808049487    0.4572133562128815    5.7981047548871878    145058.212630316062    64169.426502915790    11217.675670949982        23.148        5 
     98.317640451   1.5729304458716653    0.4475526254559732    5.7868805175229090    149187.591711873451    64944.912348304504    12016.462598734361        23.562        5 
     98.317987674   1.5612486995606554    0.4377623430396856    5.7753173431029907    153448.877718091389    65668.110059270577    12870.368149511618        23.988        5 
     98.318334896   1.5496039861852016    0.4278414201507459    5.7633849224779476    157819.473476490122    66422.057283604430    13786.305344001790        24.425        5 
     98.318682118   1.5379981789070534    0.4177889541084170    5.7510491745216079    162303.740003482846    67145.089398809796    14742.235805736200        24.873        5 
     98.319029340   1.5264331384211949    0.4076042586990199    5.7382718169573064    166900.315134791803    67838.016126131450    15778.068256829472        25.332        5 
     98.319376563   1.5149108712560706    0.3972868885263194    5.7250096316337249    171644.941315557400    68537.056621193740    16834.800680798013        25.806        5 
     98.319723958   1.5034274450637393    0.3868312655411940    5.7112062941618191    176516.856323398650    69210.923083629546    17979.303785513162        26.292        5 
     98.320071181   1.4919969198398559    0.3762485241607855    5.6968205016561759    181500.457323071954    69859.653417537047    19249.178974633738        26.790        5 
     98.320418403   1.4806155022573531    0.3655339579409785    5.6817817190885744    186645.345346902468    70515.363168516400    20513.976244047175        27.304        5 
     98.320765625   1.4692854321795410    0.3546888449362502    5.6660172160335556    191895.008453584131    71111.194504268104    21926.897228320515        27.829        5 
     98.321113032   1.4580032152773676    0.3437093432611302    5.6494344239233119    197301.556397378969    71719.617913401729    23421.949764208257        28.371        5 
     98.321460255   1.4467829909653052    0.3326096142574783    5.6319539754475079    202857.520308731677    72273.583778828848    25008.646200121002        28.927        5 
     98.321807650   1.4356155975187264    0.3213817916072526    5.6134453835870399    208526.611049312778    72782.271440501034    26712.978184761574        29.494        5 
     98.322154873   1.4245152455983225    0.3100424487312005    5.5937971055749633    214406.087047524517    73274.020954172709    28568.264357334170        30.085        5 
     98.322502095   1.4134787632733852    0.2985921399852201    5.5728466847853868    220399.789489486429    73696.282751836319    30577.101613943036        30.687        5 
     98.322849317   1.4025089068238432    0.2870390318274516    5.5504138227849245    226586.883554983884    74101.981132500980    32710.932904325346        31.310        5 
     98.323196725   1.3916028954339836    0.2753874496077012    5.5262721779174218    232956.289111286605    74407.445238577377    35062.942797551324        31.952        5 
     98.323543947   1.3807749861733027    0.2636627514884731    5.5001931211534965    239482.521663476713    74644.245579171897    37602.697608835326        32.612        5 
     98.323891169   1.3700225412851956    0.2518756699901047    5.4718613669168930    246223.744646415289    74764.008194431663    40392.288482671291        33.295        5 
     98.324238565   1.3593431525688695    0.2400413000559880    5.4408959852698286    253191.536657783145    74710.501583726960    43469.119996493777        34.001        5 
     98.324585787   1.3487511609102889    0.2281989484886429    5.4068899489130633    260353.272069120023    74514.436552225830    46811.396868747543        34.729        5 
     98.324933009   1.3382443190042277    0.2163768181349821    5.3692964844270383    267788.832233740017    74065.269989943365    50545.574850173056        35.488        5 
     98.325280417   1.3278206313967538    0.2046126736767688    5.3274483427884318    275495.465648982557    73221.595677774370    54678.870319280904        36.273        5 
     98.325627639   1.3174945115782475    0.1929749583959034    5.2806078889877188    283460.178321239538    72019.555725171696    59212.455821140553        37.087        5 
     98.325974861   1.3072641118986734    0.1815298419359573    5.2278121090059848    291700.159575170081    70390.316542077897    64367.417893828686        37.937        5 
     98.326322257   1.2971279314726718    0.1703647700423080    5.1679016376698774    300408.897931446147    67758.706478982873    69745.035250698566        38.823        5 
     98.326669479   1.2871003684083655    0.1596115817995862    5.0996195190279199    309436.377823879302    64180.737359416540    75743.701658873499        39.745        5 
     98.327016701   1.2771800391502037    0.1494186806175740    5.0214479828673930    318832.163604027359    59358.455074293757    82423.304295925904        40.709        5 
     98.327363924   1.2673710040676076    0.1399821786795087    4.9318179827511521    328668.047115386114    52876.840082413793    89365.909686276878        41.716        5 
     98.327711146   1.2576773960562995    0.1315460012928366    4.8292848121798624    338918.627523142670    44415.120022057301    96537.024153499995        42.766        5 
