Decimal day (2021)             r / R_J       theta / radians         phi / radians               B_r / nT              B_t / nT              B_p / nT    Error / nT    Range 
     52.699514086   1.9879836970525433    0.4792566683271868    2.7127034776853844    111058.723982010211    13374.246066045431   -14713.221058053172        18.532        5 
     52.699861308   1.9759678937481024    0.4734174670414593    2.7013742738933373    113074.099633147620    13359.130524592154   -15197.225824028377        18.737        5 
     52.700208704   1.9639501377570026    0.4675194106737208    2.6898229356764198    115146.841981455116    13275.350259346887   -15660.309293971983        18.946        5 
     52.700555926   1.9519435275437127    0.4615685598854827    2.6780496875429520    117224.757464063296    13222.625691706984   -16170.334021056806        19.157        5 
     52.700903148   1.9399424205635385    0.4555618103533701    2.6660359595064924    119372.449207354832    13176.354140738295   -16668.651463557024        19.375        5 
     52.701250556   1.9279411680411069    0.4494960563389813    2.6537617460223317    121567.363020768127    13170.331554112367   -17201.306322094515        19.598        5 
     52.701597778   1.9159529196189451    0.4433777457061682    2.6412252560262668    123777.952739930202    13112.937087459854   -17745.482111831341        19.823        5 
     52.701945000   1.9039721013533351    0.4372039754503980    2.6284045548036827    126060.247689410317    13088.348201939050   -18277.254670423667        20.055        5 
     52.702292396   1.8919931605588229    0.4309718399141711    2.6152758952916675    128378.884035013965    13020.422181704183   -18843.850036784504        20.291        5 
     52.702639618   1.8800292792675826    0.4246883103956082    2.6018348551214783    130737.257290478767    12965.446977301413   -19439.999171029849        20.531        5 
     52.702986840   1.8680749529505642    0.4183507800958539    2.5880551666882048    133137.585262597015    12915.920423262105   -20019.091471559634        20.775        5 
     52.703334062   1.8561309682412426    0.4119600338114572    2.5739157726455217    135607.984177705133    12853.944317012887   -20650.810310816090        21.027        5 
     52.703681285   1.8441981006714898    0.4055170352013749    2.5593939451449672    138128.583802713867    12799.299421511256   -21276.383762259862        21.284        5 
     52.704028692   1.8322709678180864    0.3990195487889692    2.5444572470546603    140656.615044212143    12751.377963632644   -21900.793703174193        21.542        5 
     52.704375914   1.8203628223099040    0.3924757473964273    2.5290946796730962    143249.480678613880    12679.198548645407   -22567.969598128493        21.807        5 
     52.704723137   1.8084683549303733    0.3858839108099645    2.5132697678319875    145895.818046887085    12625.415156575080   -23241.838965345331        22.077        5 
     52.705070532   1.7965822709436894    0.3792424968686235    2.4969427262880042    148600.432587274961    12563.499373258368   -23916.074612354078        22.354        5 
     52.705417755   1.7847179029848015    0.3725607039582718    2.4800967291591687    151334.663317355880    12511.146629660521   -24634.862530190341        22.634        5 
     52.705764977   1.7728700219701803    0.3658377134037514    2.4626867529329535    154134.901617547643    12460.522626157916   -25335.914762347107        22.920        5 
     52.706112199   1.7610396245091187    0.3590765569464903    2.4446729329411276    156965.562765445735    12407.167486091064   -26088.824937041620        23.210        5 
     52.706459606   1.7492216049670204    0.3522772167669279    2.4260021098114883    159862.795068548759    12369.022508533708   -26832.755481505479        23.507        5 
